name,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,date_of_death,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,killed_by
4705,545,28,3,105,8,2,558,1,1,114,7,5,1
8307,544,18,3,403,18,2,557,1,3,483,17,5,1
3039,543,21,1,488,3,0,556,1,1,287,6,3,2
6728,543,28,3,488,3,0,556,1,3,525,1,5,1
10949,543,20,3,488,3,0,556,1,3,572,3,5,1
1341,543,21,3,488,3,0,556,1,3,532,3,5,1
7597,543,14,3,488,3,0,556,1,3,532,3,5,1
2182,542,31,1,58,7,1,555,1,0,190,6,5,2
5090,542,21,3,58,7,1,555,1,3,232,7,5,1
5001,542,18,3,58,7,1,555,1,3,222,7,5,1
9618,541,20,3,400,3,0,554,1,3,88,11,5,1
8322,541,19,3,234,10,0,554,0,1,272,9,5,1
1988,541,34,3,234,10,0,554,1,1,272,9,5,1
4684,541,23,3,400,3,0,554,1,3,225,11,5,1
9907,540,27,3,330,14,0,553,0,1,397,13,5,1
308,539,42,3,176,6,2,552,1,2,202,5,5,1
11058,538,47,1,335,15,2,551,1,0,163,10,5,2
2809,538,23,3,154,5,0,551,1,3,272,9,5,1
2414,537,58,1,360,7,1,550,1,0,435,6,3,2
8339,536,7,1,241,7,1,548,0,0,512,6,5,2
8564,535,29,3,77,12,0,547,1,1,83,11,5,1
5104,534,19,3,14,11,2,546,1,3,43,10,5,1
3817,533,47,3,155,3,0,551,1,1,178,3,5,1
3354,533,23,3,155,3,0,545,1,2,225,11,5,1
4547,532,20,3,155,3,0,544,0,1,555,1,5,1
9227,532,30,3,155,3,0,544,1,1,178,3,5,1
1731,532,23,3,155,3,0,544,1,1,178,3,5,1
2413,532,51,1,419,8,2,544,1,0,343,6,5,2
1395,532,26,3,155,3,0,544,0,1,555,1,5,1
9342,532,31,3,197,8,2,544,1,2,232,7,5,1
3129,532,21,3,197,8,2,544,1,1,232,7,5,1
9393,532,41,3,155,3,0,545,1,1,178,3,5,1
4911,532,36,3,155,3,0,544,1,1,178,3,5,1
10593,532,30,3,155,3,0,544,1,2,555,1,5,1
8946,531,27,3,155,3,0,543,1,2,178,3,5,1
2027,531,77,1,200,7,1,543,1,0,235,6,3,2
2750,531,62,1,200,7,1,543,0,0,235,6,3,2
11057,531,39,1,200,7,1,543,1,0,235,6,3,2
10528,531,22,1,200,7,1,543,1,0,205,6,3,2
3054,531,50,1,200,7,1,543,0,0,235,6,3,2
2229,531,55,1,200,7,1,543,0,0,235,6,3,2
2732,531,21,1,200,7,1,543,0,0,293,6,3,2
6168,531,74,1,200,7,1,544,0,0,235,6,3,2
2748,531,75,1,200,7,1,543,0,0,235,6,3,2
9032,531,22,1,200,7,1,543,1,0,321,6,3,2
10545,531,48,3,155,3,0,544,1,1,178,3,5,1
5947,531,67,1,200,7,1,543,0,0,235,6,3,2
10514,531,65,1,200,7,1,543,0,0,235,6,3,2
6431,531,22,3,155,3,0,543,1,2,178,3,5,1
9524,531,21,3,155,3,0,543,0,1,178,3,5,1
2023,531,46,1,200,7,1,543,1,0,235,6,3,2
8928,531,59,3,155,3,0,543,1,1,178,3,5,1
10575,531,26,3,155,3,0,543,1,1,178,3,5,1
5246,531,32,3,155,3,0,543,1,1,178,3,5,1
990,531,30,3,155,3,0,543,1,1,178,3,5,1
9893,531,29,3,155,3,0,543,1,2,532,3,5,1
11045,531,54,1,200,7,1,543,0,0,489,6,3,2
1076,531,39,3,213,8,2,543,1,1,251,7,5,1
5445,531,36,3,155,3,0,543,1,2,224,11,5,1
5930,531,25,3,155,3,0,543,0,1,178,3,5,1
3034,531,70,1,200,7,1,543,0,0,235,6,3,2
2160,530,19,3,234,10,0,542,1,3,272,9,5,1
7876,530,33,3,155,3,0,542,1,1,532,3,5,1
6719,530,25,3,194,12,0,542,1,1,224,11,5,1
4910,530,27,3,234,10,0,542,1,1,272,9,5,1
3637,530,40,3,155,3,0,549,1,1,178,3,5,1
2055,530,7,3,155,3,0,547,0,1,178,3,5,1
3647,530,18,3,194,12,0,542,1,1,224,11,5,1
5078,530,53,3,155,3,0,542,0,1,178,3,5,1
6054,530,32,3,194,12,0,542,0,1,224,11,5,1
7184,529,21,3,289,1,0,541,1,3,178,3,5,1
10135,529,24,3,289,1,0,541,1,3,88,11,5,1
8825,528,20,3,146,12,0,540,1,3,178,3,5,1
7614,528,21,3,146,12,0,540,1,3,225,11,5,1
10413,528,19,3,176,6,2,540,1,3,202,5,5,1
7989,528,47,3,375,8,2,547,1,1,232,7,5,1
2837,528,24,1,146,12,0,540,1,0,105,6,5,2
10296,528,37,1,146,12,0,540,1,0,154,6,5,2
2854,528,32,1,146,12,0,540,1,0,406,6,5,2
2378,528,23,1,146,12,0,540,1,0,154,6,5,2
7846,528,21,3,146,12,0,540,1,3,83,11,5,1
554,528,22,3,176,6,2,540,1,3,202,5,5,1
470,527,27,3,403,18,2,539,1,1,484,17,5,1
3729,527,24,3,403,18,2,539,1,1,484,17,5,1
8125,526,55,3,193,12,0,537,1,1,178,3,5,1
7526,525,24,3,234,10,0,536,1,3,397,13,5,1
7680,524,22,3,191,8,2,535,1,3,222,7,5,1
9221,523,23,3,197,8,2,534,1,3,232,7,5,1
6325,523,17,3,125,1,0,534,1,1,143,1,5,1
3991,523,19,3,125,1,0,535,1,1,143,1,5,1
1688,523,24,3,330,14,0,534,1,3,397,13,5,1
6998,523,23,3,491,10,0,534,1,1,575,9,5,1
4172,522,16,3,403,18,2,539,1,1,483,17,5,1
7300,521,16,3,404,18,2,533,1,1,483,17,5,1
10091,520,11,3,323,15,2,532,1,1,178,3,5,1
8707,520,21,3,400,3,0,532,1,1,83,11,5,1
3598,519,27,3,466,1,0,531,1,1,555,1,5,1
3418,518,25,3,155,3,0,530,1,3,224,11,5,1
9482,518,27,3,374,8,2,535,1,1,452,7,5,1
2106,517,15,3,403,18,2,538,1,1,483,17,5,1
5004,517,13,3,493,8,2,534,1,1,578,7,5,1
8923,516,35,3,323,15,2,529,0,1,387,14,5,1
8769,516,16,3,323,15,2,529,1,1,387,14,5,1
5328,515,22,1,41,7,1,528,1,0,21,6,3,2
3845,515,41,1,41,7,1,528,1,0,238,6,3,2
2395,515,36,1,41,7,1,528,1,0,105,6,3,2
9820,514,67,1,149,2,2,527,1,0,152,2,3,2
8232,514,54,1,149,2,2,527,0,0,152,2,3,2
6000,514,43,1,149,2,2,527,0,0,152,2,3,2
10708,514,64,1,149,2,2,527,1,0,152,2,3,2
9046,514,33,1,149,2,2,527,1,0,152,2,3,2
8402,514,52,1,149,2,2,527,0,0,152,2,3,2
742,514,18,3,234,10,0,527,1,1,272,9,5,1
3364,513,31,1,176,6,2,526,1,0,292,5,3,2
2169,513,16,3,363,18,2,526,1,3,56,10,5,1
799,513,19,3,363,18,2,526,1,3,56,10,5,1
2952,513,37,1,176,6,2,526,0,0,292,5,3,2
1769,512,22,3,330,14,0,525,1,1,399,13,5,1
10032,512,28,3,79,11,2,524,1,1,85,10,5,1
289,511,21,3,77,12,0,524,1,3,178,3,5,1
5152,511,21,3,77,12,0,526,1,3,224,11,5,1
5273,511,33,3,77,12,0,524,1,3,225,11,5,1
10914,511,14,3,77,12,0,524,1,1,88,11,5,1
8281,511,24,3,77,12,0,524,1,3,178,3,5,1
7274,511,15,3,77,12,0,524,1,1,83,11,5,1
5226,511,16,3,77,12,0,527,1,1,225,11,5,1
2926,510,15,3,197,8,2,523,1,1,232,7,5,1
7240,510,26,3,436,1,0,523,1,1,555,1,5,1
7053,510,24,3,436,1,0,523,1,1,525,1,5,1
3068,510,21,3,436,1,0,523,1,3,525,1,5,1
10225,510,22,3,281,11,2,523,1,3,335,10,5,1
6407,509,19,3,330,14,0,522,1,3,397,13,5,1
9394,509,19,3,330,14,0,522,1,3,397,13,5,1
3828,509,16,3,234,10,0,522,1,1,272,9,5,1
11044,508,53,1,306,15,2,521,1,0,178,3,5,2
4677,507,30,3,194,12,0,520,1,2,178,3,5,1
4455,506,22,3,137,14,0,519,0,1,272,9,5,1
6474,506,22,3,401,10,0,519,1,1,272,9,5,1
10911,506,36,3,12,11,2,519,1,1,41,10,5,1
247,506,21,3,385,14,0,519,1,1,464,13,5,1
766,505,1,3,235,10,0,518,1,1,273,9,5,1
1493,505,16,3,77,12,0,518,1,3,224,11,5,1
3443,504,27,1,372,15,2,517,1,0,449,14,5,2
10924,503,14,3,54,11,2,516,1,1,56,10,5,1
5622,502,19,3,385,14,0,936,1,1,464,13,5,1
7259,501,18,3,155,3,0,514,1,3,178,3,5,1
5672,501,38,3,155,3,0,514,1,3,178,3,5,1
9783,501,23,3,177,8,2,514,1,3,232,7,5,1
10804,501,30,3,155,3,0,514,1,3,178,3,5,1
2492,501,28,3,155,3,0,514,1,3,178,3,5,1
8812,501,24,3,155,3,0,514,1,3,178,3,5,1
5158,501,27,3,423,6,2,514,1,1,510,5,5,1
2592,501,57,3,155,3,0,514,1,1,178,3,5,1
343,501,21,3,155,3,0,514,1,3,178,3,5,1
7007,501,25,3,155,3,0,514,1,3,178,3,5,1
1857,501,13,3,155,3,0,514,1,1,178,3,5,1
7318,501,22,3,423,6,2,514,1,1,178,3,5,1
6331,501,13,3,155,3,0,514,1,1,178,3,5,1
2097,501,2,3,155,3,0,514,1,1,178,3,5,1
8131,501,38,3,155,3,0,514,1,1,178,3,5,1
5599,500,22,3,45,0,2,513,1,3,79,10,5,0
2542,500,19,3,45,0,2,513,1,3,79,10,5,0
9929,500,56,3,125,1,0,513,0,1,143,1,5,1
8952,500,35,3,312,9,2,513,1,1,472,16,5,0
8276,499,36,3,234,10,0,512,1,2,272,9,5,1
963,499,39,3,234,10,0,512,1,1,272,9,5,1
5690,499,30,3,80,0,2,512,1,3,564,0,5,1
501,499,25,3,80,0,2,512,1,3,86,0,5,1
2028,498,23,1,227,7,1,510,1,0,66,6,3,2
3176,498,17,3,323,15,2,510,1,1,387,14,5,1
8449,498,24,3,323,15,2,510,1,1,387,14,5,1
4722,497,24,3,330,14,0,1227,1,3,397,13,5,1
7802,496,16,3,197,8,2,509,1,3,232,7,5,1
127,496,16,3,321,13,2,509,1,3,385,12,5,1
4131,496,19,3,330,14,0,509,1,1,397,13,5,1
5398,496,19,1,330,14,0,509,1,0,208,6,5,2
2204,495,17,3,364,8,2,508,1,3,232,7,5,1
8210,495,45,3,281,11,2,508,1,1,335,10,5,1
6923,495,14,3,330,14,0,508,1,1,397,13,5,1
9090,495,26,3,330,14,0,508,1,3,397,13,5,1
5583,495,14,3,330,14,0,508,1,1,397,13,5,1
9129,495,20,3,330,14,0,508,1,1,397,13,5,1
5180,495,23,3,330,14,0,511,1,3,397,13,5,1
1364,494,31,3,155,3,0,506,1,3,178,3,5,1
3873,493,35,3,423,6,2,505,1,3,510,5,5,1
7195,493,18,3,217,3,0,505,1,3,225,11,5,1
213,493,28,3,400,3,0,505,1,3,397,13,5,1
6093,493,25,3,281,11,2,505,1,1,335,10,5,1
10904,493,39,1,217,3,0,505,1,0,436,6,5,2
10749,492,15,3,403,18,2,507,1,1,483,17,5,1
3406,492,22,3,432,6,2,503,1,1,521,5,5,1
8623,491,20,3,94,9,2,502,1,3,156,10,5,1
2545,491,23,3,356,16,2,502,1,1,430,15,5,1
5869,491,35,3,330,14,0,502,1,2,397,13,5,1
4859,491,23,3,403,18,2,502,1,2,483,17,5,1
2626,491,23,3,94,9,2,502,1,3,156,10,5,1
1510,490,16,3,77,12,0,501,1,1,83,11,5,1
702,490,36,3,77,12,0,501,1,1,225,11,5,1
286,490,20,3,77,12,0,501,1,3,225,11,5,1
1013,490,21,3,77,12,0,501,1,3,225,11,5,1
8778,490,27,3,77,12,0,501,1,3,225,11,5,1
5792,489,30,3,155,3,0,500,1,1,178,3,5,1
1695,489,13,3,155,3,0,500,1,1,178,3,5,1
1069,489,20,3,155,3,0,500,1,1,178,3,5,1
770,489,21,3,155,3,0,500,1,1,178,3,5,1
7541,489,18,3,155,3,0,506,1,1,178,3,5,1
9095,489,35,3,155,3,0,500,1,2,532,3,5,1
2302,489,28,3,155,3,0,500,1,2,532,3,5,1
3133,489,21,3,155,3,0,504,1,1,224,11,5,1
9494,489,16,3,155,3,0,500,1,1,178,3,5,1
10077,488,16,3,289,1,0,499,1,1,178,3,5,1
727,487,26,3,479,1,0,498,1,3,566,1,5,1
10848,487,15,3,436,1,0,498,1,1,525,1,5,1
9377,487,57,3,479,1,0,539,1,1,566,1,5,1
595,486,20,3,251,6,2,497,1,3,202,5,5,1
5762,485,25,3,330,14,0,496,1,3,397,13,5,1
5141,485,33,3,281,11,2,496,1,3,335,10,5,1
4891,485,14,3,321,13,2,495,1,1,385,12,5,1
10444,485,19,3,330,14,0,496,1,1,397,13,5,1
8895,485,24,3,330,14,0,496,1,1,397,13,5,1
4173,485,19,3,330,14,0,496,1,1,397,13,5,1
4704,485,26,3,194,12,0,496,1,1,225,11,5,1
5555,484,18,3,146,7,1,494,1,3,224,11,5,1
7676,484,23,3,146,7,1,494,1,3,178,3,5,1
6745,484,16,3,289,1,0,494,1,1,178,3,5,1
6579,483,14,3,281,11,2,493,1,3,43,10,5,1
1264,482,14,3,320,19,2,495,1,1,384,19,5,1
6489,482,20,3,404,18,2,492,1,1,484,17,5,1
4437,481,21,3,77,12,0,491,1,3,178,3,5,1
4693,481,31,3,77,12,0,491,1,3,83,11,5,1
2855,480,11,3,98,0,2,490,0,1,6,0,5,1
5610,480,14,3,197,8,2,490,1,1,232,7,5,1
8029,480,25,3,98,0,2,490,1,2,86,0,5,1
588,480,24,3,98,0,2,490,1,1,6,0,5,1
7954,480,40,3,98,0,2,490,1,1,108,0,5,1
1490,479,14,3,197,8,2,489,1,1,232,7,5,1
11042,478,51,1,197,8,2,488,1,0,322,7,5,2
8000,477,40,3,436,1,0,487,1,1,525,1,5,1
10338,477,25,3,234,10,0,487,1,1,272,9,5,1
8158,477,27,3,281,11,2,487,1,3,479,10,5,1
675,477,27,3,265,0,2,487,1,3,314,0,5,1
4393,476,22,3,436,1,0,486,1,3,525,1,5,1
4465,476,4,3,436,1,0,486,0,1,525,1,5,1
8776,476,19,3,82,12,0,486,1,1,178,3,5,1
612,476,22,3,82,12,0,486,1,1,88,11,5,1
9681,476,23,3,82,12,0,486,1,1,272,9,5,1
7344,476,34,3,436,1,0,486,1,3,525,1,5,1
1229,476,16,3,436,1,0,486,1,3,525,1,5,1
4676,476,18,3,436,1,0,486,1,3,525,1,5,1
9163,476,27,3,436,1,0,486,1,1,525,1,5,1
7568,476,17,3,436,1,0,486,1,1,525,1,5,1
6513,475,17,3,234,10,0,485,1,1,272,9,5,1
1514,475,43,3,234,10,0,485,1,1,272,9,5,1
8493,474,16,3,198,8,2,483,1,1,46,17,5,1
8601,474,23,3,198,8,2,483,1,1,537,7,5,1
4270,474,21,3,198,8,2,483,1,1,46,17,5,1
10462,474,18,3,198,8,2,483,1,1,233,7,5,1
7313,474,18,3,22,13,2,483,1,1,52,12,5,1
10815,474,21,3,198,8,2,483,1,3,233,7,5,1
2595,473,28,3,389,17,2,482,1,3,468,16,5,1
1064,473,29,3,389,17,2,482,1,3,468,16,5,1
9509,473,22,3,389,17,2,482,1,3,468,16,5,1
2068,473,17,3,389,17,2,482,1,3,468,16,5,1
6787,473,22,3,389,17,2,482,1,3,534,7,5,1
8852,472,20,3,354,18,2,481,1,3,427,17,5,1
945,471,52,3,194,12,0,515,1,1,225,11,5,1
3494,470,24,3,176,6,2,479,1,3,202,5,5,1
6496,470,19,3,224,1,0,479,1,3,525,1,5,1
1018,470,19,3,224,1,0,479,1,3,525,1,5,1
128,469,27,3,155,3,0,478,1,2,178,3,5,1
633,469,24,3,155,3,0,478,1,2,178,3,5,1
5159,469,29,3,155,3,0,478,1,2,178,3,5,1
4289,469,53,3,155,3,0,478,1,2,178,3,5,1
6319,469,23,3,194,12,0,478,1,1,225,11,5,1
7714,468,20,3,251,6,2,477,1,3,202,5,5,1
3959,468,22,3,251,6,2,477,1,3,202,5,5,1
3007,468,52,1,251,6,2,477,1,0,292,5,5,2
10755,468,20,3,289,1,0,477,1,3,178,3,5,1
3138,468,21,3,285,6,2,477,1,3,202,5,5,1
9935,468,21,3,285,6,2,477,1,3,202,5,5,1
2951,468,50,1,251,6,2,477,0,0,292,5,5,2
608,468,20,3,289,1,0,477,1,3,178,3,5,1
1022,468,20,3,289,1,0,477,1,3,178,3,5,1
7506,467,61,3,194,12,0,476,1,1,225,11,5,1
6838,467,36,3,194,12,0,478,1,1,225,11,5,1
7710,467,30,3,194,12,0,476,1,1,225,11,5,1
4421,467,23,3,194,12,0,476,1,3,225,11,5,1
2590,467,24,3,281,11,2,476,1,1,335,10,5,1
10163,467,13,3,194,12,0,476,1,1,225,11,5,1
3250,467,52,3,191,8,2,476,0,1,222,7,5,1
11073,467,84,3,194,12,0,476,1,1,225,11,5,1
8439,467,30,3,98,0,2,476,1,1,108,0,5,1
6180,466,20,1,165,7,1,480,0,0,191,6,3,2
8521,466,12,1,165,7,1,475,0,0,129,6,3,2
6174,466,20,1,165,7,1,475,0,0,191,6,3,2
2217,466,20,1,165,7,1,478,1,0,191,6,3,2
6004,466,54,1,165,7,1,475,1,0,191,6,3,2
3031,466,17,1,165,7,1,475,0,0,191,6,3,2
10901,466,13,1,165,7,1,475,1,0,191,6,3,2
10054,466,17,1,165,7,1,475,0,0,191,6,3,2
9875,466,16,1,165,7,1,475,0,0,191,6,3,2
6164,466,27,1,165,7,1,475,0,0,191,6,3,2
10277,466,15,1,165,7,1,475,1,0,191,6,3,2
2383,466,17,1,165,7,1,475,1,0,191,6,3,2
2875,466,16,1,165,7,1,475,1,0,426,6,3,2
6184,466,41,1,165,7,1,475,1,0,191,6,3,2
1354,466,14,1,165,7,1,475,0,0,191,6,3,2
3992,465,18,3,197,8,2,474,1,1,232,7,5,1
437,465,75,3,289,1,0,474,1,1,143,1,5,1
763,465,26,3,403,18,2,474,1,1,483,17,5,1
979,464,55,3,330,14,0,473,0,1,397,13,7,1
6463,464,22,3,466,1,0,473,1,3,525,1,5,1
10404,464,24,3,466,1,0,473,1,1,555,1,5,1
10175,464,14,3,466,1,0,473,1,1,555,1,5,1
8849,464,21,3,466,1,0,473,1,1,555,1,5,1
6238,464,24,3,466,1,0,473,1,1,555,1,5,1
5508,464,24,3,466,1,0,473,1,3,555,1,5,1
3091,464,16,3,466,1,0,473,1,1,525,1,5,1
9323,464,44,3,436,1,0,484,1,1,525,1,5,1
6510,464,22,3,281,11,2,473,1,1,335,10,5,1
1908,464,15,3,404,18,2,519,1,1,484,17,5,1
1,463,50,3,234,10,0,472,1,1,272,9,5,1
5701,463,25,3,234,10,0,472,1,3,272,9,5,1
105,463,9,3,234,10,0,472,1,1,272,9,5,1
8350,463,33,3,466,1,0,473,0,1,555,1,7,1
3237,462,62,3,321,13,2,470,1,1,385,12,5,1
563,462,23,3,281,11,2,470,1,1,335,10,5,1
1691,461,13,3,330,14,0,469,1,1,397,13,5,1
8137,460,14,3,281,11,2,468,1,1,335,10,5,1
6279,459,24,3,403,18,2,467,1,1,483,17,5,1
2603,459,15,3,77,12,0,467,1,1,83,11,5,1
439,459,26,3,77,12,0,467,1,3,83,11,7,1
10364,459,31,3,77,12,0,467,1,3,224,11,5,1
5712,459,15,3,234,10,0,467,1,1,178,3,5,1
1487,459,16,3,77,12,0,467,1,1,225,11,5,1
7350,459,15,3,77,12,0,467,1,1,225,11,5,1
7490,459,27,3,77,12,0,467,1,3,225,11,5,1
2467,459,32,3,77,12,0,467,1,3,83,11,5,1
10758,459,19,3,289,1,0,467,1,3,178,3,5,1
2963,459,19,1,234,10,0,467,1,0,208,6,5,2
9510,458,43,3,281,11,2,466,1,1,335,10,5,1
10423,458,23,3,281,11,2,466,1,1,335,10,5,1
10142,457,28,3,132,12,0,465,1,1,178,3,5,1
7881,457,20,3,146,12,0,465,1,3,83,11,5,1
1975,457,35,3,403,18,2,465,1,1,483,17,5,1
1408,456,61,3,281,11,2,464,1,1,335,10,5,1
1796,456,17,3,281,11,2,464,1,1,335,10,5,1
6528,456,26,3,404,18,2,464,1,1,484,17,5,1
7777,455,27,3,155,3,0,463,1,1,178,3,5,1
62,455,27,3,155,3,0,463,1,3,178,3,5,1
8132,455,32,3,281,11,2,463,1,1,335,10,5,1
7668,455,16,3,281,11,2,463,1,1,335,10,5,1
783,455,23,3,155,3,0,463,1,1,397,13,5,1
7628,454,28,3,77,12,0,471,1,3,178,3,5,1
261,454,25,3,77,12,0,462,1,3,178,3,5,1
7677,454,27,3,423,6,2,462,1,1,510,5,5,1
48,454,30,3,155,3,0,462,1,3,178,3,5,1
7461,454,28,3,155,3,0,462,1,3,178,3,5,1
616,454,22,3,155,3,0,462,1,1,178,3,7,1
9153,454,28,3,155,3,0,462,1,1,178,3,7,1
10096,454,23,3,155,3,0,462,1,1,178,3,7,1
683,454,30,3,155,3,0,462,1,3,178,3,5,1
4667,454,27,3,155,3,0,462,1,3,178,3,5,1
5295,453,27,3,193,12,0,461,1,3,224,11,5,1
7394,453,25,3,193,12,0,461,1,3,224,11,5,1
3809,453,33,3,466,1,0,461,1,3,224,11,5,1
2489,452,28,3,155,3,0,460,1,2,178,3,3,1
8256,452,30,3,155,3,0,460,1,2,178,3,3,1
4680,452,23,3,155,3,0,460,1,2,178,3,3,1
2468,452,22,3,281,11,2,460,1,1,335,10,5,1
7470,452,35,3,281,11,2,460,1,1,335,10,5,1
3317,452,22,3,281,11,2,460,1,1,335,10,5,1
6315,452,21,3,155,3,0,460,1,2,178,3,3,1
1990,452,25,3,155,3,0,460,1,2,178,3,3,1
6942,452,23,3,155,3,0,460,1,2,178,3,3,1
2962,451,21,1,82,12,0,459,1,0,419,6,3,2
10052,451,21,1,82,12,0,459,1,0,419,6,3,2
8337,451,20,1,82,12,0,459,1,0,164,17,3,2
3051,451,20,1,82,12,0,459,1,0,69,6,3,2
6794,450,21,3,330,14,0,458,1,3,397,13,7,1
10992,450,33,3,330,14,0,458,1,3,397,13,7,1
6848,449,22,3,25,11,2,457,1,1,156,10,5,1
10389,449,18,3,132,12,0,457,1,1,555,1,5,1
99,449,20,3,132,12,0,457,1,1,225,11,5,1
1777,448,24,3,254,10,0,456,1,3,178,3,5,1
3906,448,8,3,321,13,2,456,1,1,385,12,5,1
1045,447,25,3,25,11,2,455,1,1,156,10,5,1
7902,446,10,3,234,10,0,454,1,1,272,9,5,1
881,445,13,3,389,17,2,456,1,1,468,16,5,1
176,445,25,3,403,18,2,452,1,1,483,17,5,1
1427,444,18,3,281,11,2,451,1,3,479,10,5,1
1273,444,20,3,155,3,0,451,1,1,224,11,5,1
238,444,20,3,155,3,0,451,1,1,224,11,5,1
851,444,19,3,281,11,2,451,1,3,79,10,5,1
2848,444,65,3,479,1,0,451,0,1,566,1,7,1
8970,444,20,3,321,13,2,451,1,1,385,12,5,1
8787,443,25,3,0,10,0,450,1,1,13,9,5,1
9353,443,65,3,0,10,0,450,1,1,13,9,5,1
7131,442,22,3,403,18,2,450,1,1,483,17,5,1
4735,441,21,3,197,8,2,449,1,3,232,7,5,1
2554,440,23,3,403,18,2,448,1,1,483,17,5,1
3175,440,32,3,403,18,2,448,1,2,483,17,5,1
8075,439,19,3,193,12,0,447,1,1,225,11,5,1
7748,439,26,3,155,3,0,447,1,3,178,3,5,1
8904,438,25,3,197,8,2,446,1,3,232,7,5,1
6327,438,20,3,197,8,2,446,1,3,232,7,5,1
677,438,8,3,330,14,0,446,1,1,397,13,5,1
8272,438,17,3,197,8,2,446,1,1,232,7,5,1
3097,438,17,3,198,8,2,928,1,1,233,7,5,1
10858,438,22,3,197,8,2,446,1,3,233,7,5,1
8797,437,28,3,155,3,0,445,1,3,178,3,5,1
1593,437,25,3,155,3,0,445,1,3,178,3,5,1
642,437,23,3,155,3,0,445,1,3,178,3,5,1
2349,437,24,3,155,3,0,445,1,3,178,3,5,1
7950,437,25,3,155,3,0,445,1,3,178,3,5,1
4675,437,21,3,155,3,0,445,1,3,178,3,5,1
10478,436,25,3,155,3,0,444,1,3,178,3,5,1
1414,436,24,3,112,15,2,444,1,1,119,14,5,0
3899,436,19,3,193,12,0,444,1,1,225,11,5,1
7356,436,25,3,155,3,0,444,1,3,178,3,5,1
6651,436,21,3,155,3,0,444,1,1,178,3,5,1
2174,436,15,3,155,3,0,444,1,1,178,3,5,1
5105,436,17,3,155,3,0,444,1,1,178,3,5,1
1913,436,27,3,155,3,0,444,1,3,178,3,5,1
2485,435,20,3,78,11,2,443,1,3,335,10,5,1
9911,435,45,3,78,11,2,443,0,3,335,10,5,1
7460,434,25,3,479,1,0,442,1,1,566,1,5,1
5627,433,20,3,198,8,2,441,1,1,233,7,5,1
808,432,25,3,234,10,0,440,1,3,272,9,5,1
8191,431,34,1,176,6,2,439,1,0,202,5,5,2
3695,431,18,3,176,6,2,439,1,3,202,5,5,1
10143,431,23,3,176,6,2,439,1,3,202,5,5,0
8967,430,45,3,316,8,2,438,1,1,379,7,5,1
3933,430,15,3,404,18,2,438,1,1,215,17,5,1
7709,430,16,3,404,18,2,438,1,1,484,17,5,1
4797,429,20,3,289,1,0,437,1,3,178,3,5,1
5032,429,19,3,289,1,0,437,1,3,178,3,5,1
8117,429,26,3,301,7,1,437,1,3,178,3,5,1
8117,429,26,3,301,7,1,437,1,3,178,3,5,1
8609,428,18,3,151,7,1,436,1,3,379,7,5,1
756,428,45,3,77,12,0,436,1,1,83,11,5,1
3564,428,13,3,234,10,0,436,1,1,272,9,5,1
7020,428,14,3,234,10,0,436,1,1,272,9,5,1
3937,428,27,3,176,6,2,436,1,1,202,5,5,0
3747,428,19,3,151,7,1,436,1,3,379,7,6,1
3005,428,48,1,151,7,1,436,1,0,174,6,5,2
9,427,30,3,234,10,0,435,1,3,272,9,5,1
2677,427,20,3,14,11,2,435,1,1,43,10,5,1
10164,426,20,3,21,0,2,434,1,1,6,0,5,1
2501,425,30,3,235,10,0,433,1,1,273,9,5,1
1455,425,18,3,354,18,2,433,1,1,427,17,5,1
5890,424,35,3,235,10,0,453,1,1,273,9,5,1
8179,423,25,3,482,10,0,432,1,3,272,9,5,1
2594,423,24,3,482,10,0,432,1,3,272,9,5,1
4706,423,26,3,482,10,0,432,1,3,272,9,5,1
10306,422,62,1,395,7,1,431,1,0,208,6,3,2
2390,422,43,1,395,7,1,431,1,0,66,6,3,2
9582,422,46,1,395,7,1,431,0,0,66,6,3,2
6110,422,74,1,395,7,1,431,1,0,51,6,3,2
2187,422,55,1,395,7,1,431,1,0,208,6,3,2
3788,422,53,1,395,7,1,431,0,0,299,6,3,2
4461,422,32,1,395,7,1,431,0,0,51,6,3,2
2841,422,51,1,395,7,1,431,1,0,365,6,3,2
6193,422,60,1,395,7,1,431,1,0,475,6,3,2
4413,422,32,1,395,7,1,431,1,0,66,6,3,2
5385,422,25,1,395,7,1,431,0,0,191,6,3,2
6182,422,52,1,395,7,1,431,1,0,208,6,3,2
8830,422,25,1,395,7,1,431,1,0,475,6,3,2
2220,422,30,1,395,7,1,431,1,0,476,6,3,2
6059,421,71,1,94,9,2,430,1,0,480,6,5,2
9629,421,17,3,264,7,1,430,1,3,145,17,5,1
10107,421,21,3,330,14,0,430,1,3,397,13,5,1
10187,420,16,3,42,12,0,429,1,1,224,11,5,1
6480,420,16,3,42,12,0,429,1,1,555,1,5,1
4912,420,16,3,42,12,0,429,1,1,224,11,5,1
9520,420,23,3,195,11,2,429,1,3,229,10,5,1
3822,419,38,3,234,10,0,428,1,1,272,9,5,1
4820,418,20,3,281,11,2,427,1,3,335,10,5,1
1079,418,17,3,176,6,2,427,1,1,202,5,1,1
2723,418,37,3,197,8,2,427,1,1,170,7,5,1
4208,418,20,3,238,7,1,427,1,3,178,3,6,1
