name,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,date_of_death,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,killed_by
118,2403,32,3,304,18,2,2591,1,1,357,17,5,1
10300,2403,21,3,304,18,2,2591,1,1,357,17,5,1
323,2402,16,3,223,8,2,2590,1,1,578,7,5,1
2984,2401,19,3,8,9,2,2589,1,1,3,8,5,1
8562,2400,15,3,198,8,2,2588,1,1,232,7,5,1
905,2400,29,3,198,8,2,2589,1,1,232,7,5,1
10861,2400,24,3,155,3,0,2588,1,1,272,9,5,1
5677,2400,25,3,198,8,2,2588,1,1,233,7,5,1
5554,2400,23,3,198,8,2,2588,1,1,233,7,5,1
6156,2399,15,3,457,6,2,2587,1,1,544,5,5,1
7619,2398,16,3,46,9,2,2586,1,1,541,8,5,1
970,2398,21,3,304,18,2,2586,1,1,357,17,5,1
26,2397,45,3,9,17,2,2585,1,1,32,16,5,1
2905,2396,41,3,87,15,2,2584,1,1,132,14,5,1
5207,2395,14,3,490,2,2,2583,1,1,81,2,11,1
1296,2394,17,3,452,8,2,2581,1,1,537,7,5,1
2733,2393,40,1,75,6,2,2580,0,1,80,5,5,2
2400,2392,28,1,183,11,2,2579,1,1,39,6,5,2
9746,2392,60,1,183,11,2,2579,1,1,39,6,5,2
7891,2391,32,3,197,8,2,2578,1,1,232,7,5,1
7297,2390,19,3,54,11,2,2579,1,1,56,10,5,1
8543,2389,16,3,8,9,2,2577,1,1,234,8,5,1
7361,2389,25,3,8,9,2,2577,1,1,3,8,5,1
5659,2388,24,3,404,18,2,2576,1,1,483,17,5,1
2098,2387,24,3,281,11,2,2579,1,1,156,10,5,1
5283,2386,21,3,104,8,2,2574,1,1,233,7,5,1
8202,2386,26,3,104,8,2,2574,1,1,233,7,5,1
2601,2386,16,3,104,8,2,2574,1,1,228,7,5,1
5013,2385,22,3,396,7,1,2573,1,1,423,7,5,0
2853,2385,42,1,396,7,1,2573,1,1,66,6,5,2
8548,2384,18,3,114,15,2,2572,1,1,121,14,5,0
5636,2384,17,3,403,18,2,2572,1,1,357,17,5,1
8856,2383,17,3,306,15,2,2575,1,1,454,14,5,1
7700,2382,20,3,260,19,2,2571,1,1,548,19,5,1
6742,2382,15,3,275,6,2,2571,1,1,528,5,5,1
6373,2381,23,3,25,11,2,2570,1,1,156,10,5,1
8385,2380,32,3,281,11,2,2569,1,1,335,10,5,1
7763,2380,32,3,281,11,2,2569,1,1,335,10,5,1
9091,2380,42,3,281,11,2,2569,1,1,335,10,5,1
3298,2379,18,3,351,11,2,2568,1,1,425,10,5,1
6769,2379,16,3,409,15,2,2568,1,1,134,14,5,1
2552,2378,18,3,281,11,2,2567,1,1,335,10,5,1
2779,2377,33,3,121,15,2,2566,1,1,447,14,5,1
3677,2376,32,3,281,11,2,2565,1,1,335,10,5,1
5309,2376,34,3,281,11,2,2565,1,1,335,10,5,1
227,2376,24,3,409,15,2,2565,1,1,38,14,5,1
300,2375,20,3,396,7,1,2564,1,1,528,5,5,0
4865,2375,20,3,197,8,2,2564,1,1,319,7,5,1
68,2375,16,3,197,8,2,2564,1,1,169,7,5,1
1746,2374,21,3,198,8,2,2563,1,1,233,7,5,1
2431,2374,19,3,198,8,2,2563,1,1,233,7,5,1
691,2374,18,3,198,8,2,2563,1,1,233,7,5,1
6509,2374,21,3,465,15,2,2563,1,1,404,14,5,1
9527,2374,19,3,198,8,2,2563,1,1,233,7,5,1
4073,2374,19,3,198,8,2,2563,1,1,233,7,5,1
7214,2374,26,3,198,8,2,2563,1,1,233,7,5,1
5908,2374,17,3,198,8,2,2563,1,1,233,7,5,1
8377,2374,15,3,198,8,2,2563,1,1,233,7,5,1
7887,2374,16,3,198,8,2,2563,1,1,233,7,5,1
1160,2374,19,3,197,8,2,2582,1,1,222,7,5,1
4520,2373,16,3,318,19,2,2562,1,1,243,2,5,1
10171,2372,39,3,14,11,2,2562,1,1,43,10,5,1
9948,2371,28,3,197,8,2,2561,1,1,233,7,5,1
6691,2371,27,3,197,8,2,2561,1,1,233,7,5,1
1232,2371,24,3,407,15,2,2561,1,1,487,14,5,1
2342,2371,15,3,197,8,2,2561,1,1,233,7,5,1
8008,2370,17,1,143,11,2,2560,1,1,22,14,5,2
5186,2370,24,3,402,17,2,2560,1,1,497,10,5,1
7689,2370,25,3,143,11,2,2560,1,1,497,10,5,0
3792,2370,21,1,143,11,2,2560,1,1,505,6,5,2
3027,2370,18,1,143,11,2,2560,1,1,163,10,5,2
8392,2370,64,1,143,11,2,2560,1,1,163,10,5,2
1683,2369,18,3,198,8,2,2559,1,1,482,16,5,1
9208,2369,14,3,198,8,2,2561,0,1,233,7,5,1
10941,2369,19,3,182,0,2,2559,1,1,212,0,5,1
2133,2369,48,3,198,8,2,2560,1,1,233,7,5,1
5112,2369,21,3,198,8,2,2559,1,1,232,7,5,1
8541,2369,19,3,198,8,2,2559,1,1,233,7,5,1
1955,2369,14,3,198,8,2,2559,1,1,498,7,5,1
8524,2369,31,3,198,8,2,2559,1,1,233,7,5,1
5291,2368,19,3,281,11,2,2558,1,1,156,10,5,1
3189,2367,19,3,54,11,2,2557,1,1,56,10,5,1
5482,2366,29,3,342,15,2,2556,1,1,404,14,5,1
6792,2365,2,3,434,15,2,2555,1,1,524,14,5,1
6112,2364,32,1,177,8,2,2554,1,1,204,7,5,2
2338,2363,38,3,197,8,2,2553,1,1,232,7,5,1
597,2362,25,3,399,6,2,2552,1,1,521,5,5,0
435,2361,24,3,54,11,2,2551,1,1,56,10,5,1
3240,2361,30,3,54,11,2,2551,1,1,56,10,5,1
6707,2361,30,3,54,11,2,2551,1,1,56,10,5,1
9337,2360,22,3,14,11,2,2550,1,1,5,10,5,1
10450,2359,19,3,54,11,2,2549,1,1,56,10,5,1
1790,2359,32,3,60,8,2,2549,1,1,232,7,5,1
9226,2359,32,3,54,11,2,2549,1,1,56,10,5,1
4745,2358,51,3,155,3,0,2548,1,3,532,3,5,1
7582,2358,33,3,155,3,0,2548,1,3,532,3,5,1
698,2357,49,3,234,10,0,2547,1,3,272,9,5,1
3439,2357,66,3,304,18,2,2547,1,1,357,17,5,1
5849,2357,25,3,234,10,0,2547,1,3,397,13,5,1
4508,2357,82,1,345,7,1,2547,0,1,417,6,5,2
1708,2357,43,3,56,10,0,2547,1,3,59,9,5,1
1328,2357,43,3,436,1,0,2547,1,3,525,1,5,1
765,2357,36,3,194,12,0,2548,1,3,225,11,5,1
208,2357,21,3,194,12,0,2547,1,3,225,11,5,1
7530,2357,31,3,155,3,0,2547,1,3,178,3,5,1
4152,2357,23,3,155,3,0,2547,1,3,178,3,5,1
5628,2357,33,3,234,10,0,2547,1,3,272,9,5,1
8888,2356,24,3,316,8,2,2546,1,1,233,7,5,1
7617,2356,25,3,1,10,0,2548,1,3,14,9,5,1
600,2356,28,3,1,10,0,2546,1,3,14,9,5,1
659,2356,23,3,369,14,0,2546,1,3,397,13,5,1
2491,2356,26,3,369,14,0,2546,1,3,397,13,5,1
1655,2356,18,3,316,8,2,2546,1,1,379,7,5,1
2432,2356,30,3,316,8,2,2547,1,1,379,7,5,1
4477,2355,17,3,155,3,0,2545,0,1,178,3,5,1
755,2355,8,3,155,3,0,2545,1,1,178,3,5,1
10353,2355,33,3,491,10,0,2545,1,3,272,9,5,1
9218,2355,27,3,491,10,0,2545,1,3,272,9,5,1
10158,2355,48,3,155,3,0,2545,1,3,178,3,5,1
4810,2355,52,3,155,3,0,2545,1,1,178,3,5,1
10797,2355,19,3,155,3,0,2545,1,1,178,3,5,1
6171,2355,44,3,155,3,0,2545,0,1,178,3,5,1
6075,2355,10,3,155,3,0,2545,0,1,178,3,5,1
4942,2355,61,3,330,14,0,2545,1,3,397,13,5,1
3535,2355,4,3,155,3,0,2545,0,1,178,3,5,1
10376,2355,61,3,330,14,0,2545,0,1,397,13,5,1
2884,2355,19,3,155,3,0,2545,0,1,178,3,5,1
5286,2355,44,3,155,3,0,2545,1,3,178,3,5,1
5360,2355,43,3,155,3,0,2545,0,1,178,3,5,1
9470,2354,20,3,404,18,2,2544,1,1,484,17,5,1
3671,2354,23,3,404,18,2,2544,1,1,484,17,5,1
4498,2353,26,3,183,11,2,2543,0,1,213,10,5,1
3896,2353,35,3,281,11,2,2543,1,1,335,10,5,1
6221,2353,35,3,281,11,2,2543,1,1,335,10,5,1
4223,2353,45,3,281,11,2,2543,1,1,335,10,5,1
3796,2352,58,3,155,3,0,2542,1,1,225,11,5,1
4879,2351,17,3,8,9,2,2541,1,1,3,8,5,1
7885,2350,15,3,394,0,2,2540,1,1,474,0,5,1
1944,2349,39,3,47,11,2,2539,1,1,110,15,5,1
9970,2348,21,3,8,9,2,2538,1,1,3,8,5,1
9877,2347,38,3,144,11,2,2537,1,1,56,10,5,1
6784,2347,35,3,144,11,2,2537,1,1,56,10,5,1
6763,2346,17,3,8,9,2,2536,1,1,445,2,5,1
506,2345,19,3,22,13,2,2535,1,1,52,12,5,1
8995,2344,16,1,169,9,2,2534,0,1,153,0,5,2
5428,2344,48,1,169,9,2,2537,0,1,153,0,5,2
6071,2344,20,1,169,9,2,2534,0,1,153,0,5,2
7294,2343,20,3,281,11,2,2533,1,1,335,10,5,1
7242,2343,42,3,281,11,2,2533,1,1,335,10,5,1
7334,2342,23,3,90,6,2,2532,1,1,460,5,5,1
2096,2341,24,3,33,18,2,2530,1,1,11,17,5,1
10618,2340,22,3,465,15,2,2528,1,1,382,17,5,1
10859,2339,29,3,197,8,2,2527,1,1,232,7,5,1
8254,2339,28,3,197,8,2,2527,1,1,233,7,5,1
5415,2339,35,3,197,8,2,2527,1,1,232,7,5,1
1253,2339,14,3,197,8,2,2527,1,1,232,7,5,1
4929,2338,24,3,358,11,2,2526,1,1,335,10,5,1
1312,2338,22,3,358,11,2,2526,1,1,335,10,5,1
7333,2338,18,3,358,11,2,2526,1,1,335,10,5,1
235,2337,21,3,174,13,2,2525,1,1,431,12,5,0
2107,2337,14,3,321,13,2,2525,1,1,385,12,5,1
8409,2336,32,1,396,7,1,2529,1,1,476,6,5,2
9939,2336,29,3,191,8,2,2524,1,1,222,7,5,1
11078,2336,23,3,396,7,1,2524,1,1,349,14,5,1
1753,2336,22,3,191,8,2,2524,1,1,222,7,5,1
8199,2336,25,3,191,8,2,2524,1,1,222,7,5,1
11076,2335,21,3,198,8,2,2523,1,1,233,7,5,1
10435,2335,15,3,197,8,2,2524,1,1,232,7,5,1
7579,2335,26,3,198,8,2,2523,1,1,233,7,5,1
10191,2335,27,3,198,8,2,2523,1,1,233,7,5,1
181,2335,49,3,198,8,2,2523,1,1,43,10,5,1
6589,2335,31,3,198,8,2,2523,1,1,114,7,5,1
11000,2335,29,3,198,8,2,2523,1,1,233,7,5,1
7309,2334,17,3,22,13,2,2522,1,1,52,12,5,1
5653,2333,21,3,8,9,2,2521,1,1,3,8,5,1
4457,2332,26,1,199,9,2,2520,1,1,178,3,5,2
10518,2331,20,1,183,11,2,2519,1,1,197,10,5,2
3983,2331,22,1,183,11,2,2519,1,1,197,10,5,2
6938,2330,20,3,457,6,2,2518,1,1,544,5,5,1
1294,2329,28,3,281,11,2,2531,1,1,335,10,5,1
6530,2329,23,3,281,11,2,2516,1,1,335,10,5,1
7034,2329,24,3,281,11,2,2516,1,1,335,10,5,1
4038,2329,23,3,281,11,2,2516,1,1,335,10,5,1
7811,2329,25,3,281,11,2,2516,1,1,335,10,5,1
10122,2329,32,3,281,11,2,2516,1,1,335,10,5,1
4860,2329,22,3,281,11,2,2516,1,1,335,10,5,1
6740,2329,16,3,281,11,2,2516,1,1,335,10,5,1
165,2329,64,3,281,11,2,2516,1,1,335,10,5,1
500,2329,71,3,281,11,2,2516,1,1,335,10,5,1
10434,2329,23,3,281,11,2,2516,1,1,335,10,5,1
5697,2328,17,3,468,17,2,2514,1,1,556,16,5,1
2103,2327,21,3,281,11,2,2513,1,1,335,10,5,1
7269,2326,29,3,198,8,2,2517,1,1,233,7,5,1
8550,2326,16,3,198,8,2,2512,1,1,542,7,5,1
6173,2325,27,3,322,16,2,2511,1,1,386,15,5,0
10497,2324,6,1,341,2,2,2510,1,1,412,2,6,2
2300,2324,8,1,341,2,2,2511,1,1,412,2,6,2
2040,2324,20,1,341,2,2,2510,1,1,235,6,6,2
4126,2324,31,3,341,2,2,2510,1,1,549,2,5,1
9779,2323,19,3,469,6,2,2509,1,1,521,5,5,1
7767,2322,16,3,54,11,2,2515,1,1,56,10,5,1
3660,2321,16,3,281,11,2,2508,1,1,43,10,5,1
5939,2320,22,3,8,9,2,2507,1,1,3,8,5,1
8589,2320,21,3,8,9,2,2507,1,1,3,8,5,1
4379,2320,27,3,8,9,2,2507,1,1,3,8,5,1
560,2320,26,3,8,9,2,2507,1,1,3,8,5,1
1376,2320,22,3,8,9,2,2507,1,1,3,8,5,1
421,2319,25,3,183,11,2,2506,1,1,563,7,5,1
8183,2318,26,3,176,6,2,2505,1,1,202,5,5,1
5021,2317,18,3,218,18,2,2504,1,1,393,10,5,0
5310,2316,21,3,294,2,2,2503,1,1,416,2,5,1
9799,2316,68,1,294,2,2,2503,1,1,375,2,5,2
8185,2316,45,1,294,2,2,2503,0,1,106,6,5,2
3008,2316,48,1,294,2,2,2503,1,1,106,6,5,2
2297,2316,14,1,294,2,2,2503,1,1,348,2,5,2
8698,2316,56,1,294,2,2,2503,1,1,235,6,5,2
4469,2316,24,1,294,2,2,2503,1,1,348,2,5,2
7475,2315,34,3,198,8,2,2502,1,1,114,7,5,1
6241,2315,36,3,198,8,2,2502,1,1,578,7,5,1
1285,2315,24,3,198,8,2,2504,1,1,233,7,5,1
8370,2315,22,3,198,8,2,2502,1,1,114,7,5,1
10452,2315,16,3,198,8,2,2502,1,1,233,7,5,1
5927,2315,60,3,198,8,2,2502,0,1,233,7,5,1
7128,2315,34,3,198,8,2,2502,1,1,233,7,5,1
10884,2315,22,3,437,19,2,2502,1,1,526,19,5,1
9164,2315,25,3,198,8,2,2502,1,1,233,7,5,1
1177,2315,21,3,198,8,2,2502,1,1,233,7,5,1
379,2315,17,3,198,8,2,2502,1,1,233,7,5,1
6424,2314,18,3,5,2,2,2501,1,1,445,2,5,1
10317,2314,17,3,377,2,2,2503,1,1,456,2,5,1
876,2314,20,3,218,18,2,2501,1,1,233,7,5,1
841,2313,14,3,433,0,2,2497,1,1,523,0,5,1
10138,2312,42,3,359,15,2,2500,1,1,248,14,5,0
1379,2311,26,3,198,8,2,2499,1,1,233,7,5,1
4864,2311,57,3,198,8,2,2499,1,1,233,7,5,1
3615,2310,40,3,168,6,2,2498,1,1,194,5,5,1
1577,2309,45,3,376,15,2,2496,1,1,411,14,5,1
1156,2308,22,3,467,8,2,2495,1,1,222,7,5,1
2132,2308,20,3,467,8,2,2495,1,1,222,7,5,1
192,2307,18,3,316,8,2,2494,1,1,379,7,5,1
3469,2307,26,3,316,8,2,2494,1,1,379,7,5,1
9580,2306,18,3,275,6,2,2493,1,1,521,5,5,0
9538,2306,41,3,320,19,2,2494,1,1,384,19,5,1
1468,2306,21,3,54,11,2,2493,1,1,56,10,5,1
782,2305,16,3,54,11,2,2492,1,1,335,10,5,1
1357,2304,15,3,433,0,2,2491,1,1,523,0,5,1
7468,2303,21,3,223,8,2,2490,1,1,578,7,5,1
10625,2302,19,3,223,8,2,2495,1,1,578,7,5,1
3344,2302,17,3,223,8,2,2490,1,1,259,7,5,1
1476,2301,23,3,281,11,2,2489,1,1,482,16,5,1
4854,2300,15,3,197,8,2,2488,0,1,232,7,5,1
9856,2299,19,3,197,8,2,2487,1,1,232,7,5,1
10153,2299,26,3,197,8,2,2487,1,1,233,7,5,1
2957,2299,16,3,2,15,2,2487,1,1,91,14,5,1
904,2299,46,3,197,8,2,2487,1,1,379,7,5,1
7722,2298,32,3,119,15,2,2486,1,1,454,14,5,1
1290,2297,22,3,433,0,2,2485,1,1,523,0,5,1
814,2296,23,3,183,11,2,2484,1,1,367,10,5,1
7969,2295,34,3,198,8,2,2483,1,1,233,7,5,1
6677,2295,22,3,198,8,2,2483,1,1,233,7,5,1
7569,2294,27,3,419,8,2,2482,1,1,503,7,5,1
8885,2293,45,3,465,15,2,2481,1,1,222,19,5,1
4863,2293,22,3,206,15,2,2481,1,1,91,14,5,1
10905,2293,19,3,206,15,2,2481,1,1,91,14,5,1
8649,2293,21,3,487,15,2,2481,1,1,571,14,5,1
6318,2292,44,3,90,6,2,2481,1,1,96,5,5,1
10022,2291,50,1,200,7,1,2480,1,1,235,6,3,2
2279,2291,15,1,200,7,1,2479,1,1,235,6,3,2
6859,2290,23,3,281,11,2,2479,1,1,43,10,5,1
1517,2290,16,3,281,11,2,2478,1,1,335,10,5,1
5530,2289,17,3,197,8,2,2477,1,1,233,7,5,1
6132,2288,36,1,47,11,2,2476,1,1,66,6,11,2
7222,2288,18,3,47,11,2,2476,1,1,199,15,5,1
10132,2288,50,1,47,11,2,2476,1,1,297,17,6,2
6181,2288,59,1,47,11,2,2476,1,1,511,6,11,2
3360,2287,14,3,106,15,2,2475,0,1,554,14,5,1
8559,2286,29,3,6,8,2,2474,1,1,432,7,5,1
5475,2286,15,3,281,11,2,2474,1,1,56,10,5,1
7809,2285,18,3,484,15,2,2472,1,1,568,14,5,1
3232,2284,28,3,198,8,2,2471,1,1,233,7,5,1
786,2284,20,3,307,2,2,2471,1,1,81,2,5,1
2908,2284,41,3,71,19,2,2471,1,1,75,19,5,1
7469,2284,14,3,198,8,2,2471,1,1,114,7,5,1
3463,2283,54,3,69,15,2,2470,1,1,75,19,5,1
9040,2282,49,1,159,6,2,2469,1,1,292,5,5,2
8870,2281,34,3,183,11,2,2468,1,1,43,10,5,1
1074,2281,50,3,183,11,2,2468,1,1,43,10,5,1
8549,2280,19,3,434,15,2,2467,1,1,524,14,5,1
10320,2280,31,3,281,11,2,2467,1,1,335,10,5,1
6061,2280,26,3,281,11,2,2467,1,1,335,10,5,1
3610,2280,34,3,281,11,2,2467,1,1,335,10,5,1
717,2280,26,3,281,11,2,2467,1,1,335,10,5,1
9764,2280,63,1,471,13,2,2473,1,1,373,6,11,2
10129,2279,32,3,281,11,2,2466,1,1,335,10,3,1
8598,2278,32,3,321,13,2,2465,1,1,385,12,5,1
9259,2277,19,3,197,8,2,2464,1,1,233,7,5,1
1317,2276,22,3,260,15,2,2462,1,1,1,2,5,0
8539,2275,22,3,72,15,2,2460,1,1,138,14,5,1
7719,2275,30,3,322,16,2,2461,1,1,386,15,5,1
6068,2274,25,3,198,8,2,2460,1,1,233,7,5,1
415,2274,42,3,198,8,2,2460,1,1,232,7,5,1
8468,2273,17,3,457,6,2,2459,1,1,544,5,5,1
1765,2272,18,3,197,8,2,2457,1,1,482,16,5,1
5705,2272,17,3,197,8,2,2457,1,1,232,7,5,1
467,2271,14,3,321,13,2,2456,1,1,385,12,5,1
5473,2271,17,3,485,15,2,2456,1,1,569,14,5,1
617,2270,21,3,127,11,2,2455,1,1,43,10,5,1
9310,2269,18,3,474,15,2,2454,1,1,113,14,5,1
5135,2269,20,3,474,15,2,2454,1,1,561,14,5,1
3307,2268,17,3,460,19,2,2453,1,1,548,19,5,1
6681,2267,30,3,198,8,2,2452,1,1,30,7,5,1
61,2267,27,3,198,8,2,2452,1,1,233,7,5,1
1941,2267,25,3,198,8,2,2452,1,1,233,7,5,1
5731,2267,12,3,197,8,2,2458,1,1,578,7,5,1
6860,2267,27,3,197,8,2,2452,1,1,233,7,5,1
6716,2267,16,3,465,15,2,2463,1,1,115,14,5,1
9212,2266,22,3,281,11,2,2451,1,1,335,10,5,1
6446,2265,36,3,175,13,2,2450,1,1,84,19,5,1
7316,2264,23,3,276,7,1,2449,1,1,536,2,5,1
9851,2263,84,1,180,7,1,2448,0,1,208,6,8,2
1330,2262,17,3,223,8,2,2447,1,1,259,7,5,1
1524,2261,21,3,473,8,2,2446,1,1,259,7,5,1
67,2261,23,3,473,8,2,2446,1,1,259,7,5,1
3517,2260,16,3,465,15,2,2444,1,1,115,14,5,1
10740,2259,20,3,468,17,2,2443,1,1,556,16,5,1
3561,2258,24,3,197,8,2,2445,1,1,232,7,5,1
7235,2258,28,3,197,8,2,2442,1,1,232,7,5,1
10039,2257,19,3,316,8,2,2441,1,1,379,7,5,1
3114,2256,19,3,67,6,2,2440,1,1,523,0,5,1
10623,2255,27,3,465,15,2,2439,1,1,384,19,5,1
9283,2254,58,3,402,17,2,2437,1,1,482,16,5,1
10458,2253,19,3,281,11,2,2436,1,1,56,10,5,1
6908,2252,20,3,205,2,2,2435,1,1,243,2,5,1
4194,2251,18,3,281,11,2,2433,1,1,335,10,5,1
6303,2251,16,3,176,6,2,2433,1,1,202,5,5,1
4544,2251,32,3,281,11,2,2433,1,1,335,10,5,1
4123,2251,16,3,281,11,2,2433,1,1,335,10,5,1
7165,2251,25,3,281,11,2,2438,1,1,335,10,5,1
7422,2250,16,3,194,12,0,2431,1,1,225,11,5,1
4828,2250,13,3,194,12,0,2431,1,1,225,11,5,1
4836,2250,3,3,194,12,0,2431,1,1,225,11,5,1
3628,2250,16,3,194,12,0,2431,1,1,225,11,5,1
8220,2250,15,3,194,12,0,2431,1,1,225,11,5,1
5131,2250,27,3,155,3,0,2431,1,1,178,3,5,1
5593,2250,21,3,155,3,0,2432,1,1,178,3,5,1
81,2250,19,3,155,3,0,2431,1,1,178,3,5,1
9663,2250,26,3,155,3,0,2431,1,1,178,3,5,1
4369,2249,42,3,77,12,0,2433,1,1,83,11,5,1
10998,2249,35,3,332,14,0,2430,1,3,399,13,10,1
5200,2249,46,3,332,14,0,2430,1,3,399,13,10,1
8584,2249,41,3,332,14,0,2430,1,3,399,13,10,1
6948,2249,13,3,332,14,0,2430,1,1,397,13,10,1
4554,2249,30,3,332,14,0,2430,1,1,399,13,10,1
3700,2249,50,3,332,14,0,2430,0,1,399,13,10,1
2022,2249,30,3,332,14,0,2430,0,1,399,13,10,1
10131,2249,23,3,234,10,0,2430,1,3,272,9,5,1
8424,2249,27,3,234,10,0,2430,1,3,272,9,5,1
8378,2249,18,3,77,12,0,2430,1,1,83,11,5,1
8203,2249,10,3,0,10,0,2502,1,1,525,1,5,1
3866,2249,28,3,193,12,0,2430,1,3,224,11,5,1
2982,2248,22,3,470,10,0,2429,0,1,558,9,5,1
2013,2248,5,3,155,3,0,2429,0,1,178,3,5,1
10876,2248,23,3,155,3,0,2429,1,3,178,3,5,1
3074,2248,28,3,234,10,0,2429,1,3,272,9,5,1
6844,2248,34,3,234,10,0,2429,1,3,272,9,5,1
5352,2248,10,3,234,10,0,2434,0,1,272,9,5,1
1725,2248,27,3,155,3,0,2429,1,3,178,3,5,1
6568,2248,25,3,82,12,0,2429,1,3,88,11,5,1
10230,2248,50,3,155,3,0,2429,1,3,178,3,10,1
9308,2248,38,3,155,3,0,2429,1,3,178,3,10,1
1004,2248,50,3,155,3,0,2429,1,1,178,3,5,1
2914,2247,16,3,198,8,2,2428,1,1,232,7,5,1
4117,2246,59,3,183,11,2,2427,1,1,50,10,5,1
6582,2245,30,3,281,11,2,2479,1,1,335,10,5,1
78,2245,28,3,281,11,2,2426,1,1,335,10,5,1
6690,2245,24,3,281,11,2,2426,1,1,335,10,5,1
8712,2244,20,3,191,8,2,2425,1,1,222,7,5,1
5002,2243,17,3,191,8,2,2424,1,1,222,7,5,1
7097,2242,25,3,197,8,2,2423,1,1,233,7,5,1
6415,2241,16,3,376,15,2,2422,1,1,454,14,5,1
699,2240,27,3,189,16,2,2421,1,1,220,15,11,0
7988,2239,53,3,321,13,2,2420,1,1,433,10,5,1
5367,2238,26,3,197,8,2,2419,1,1,232,7,5,1
2606,2238,20,3,197,8,2,2419,1,1,233,7,5,1
10841,2238,22,3,197,8,2,2419,1,1,232,7,5,1
5617,2237,28,3,168,6,2,2417,1,1,194,5,5,1
1199,2236,16,3,486,15,2,2416,1,1,570,14,5,1
2474,2236,29,3,433,0,2,2416,1,1,523,0,5,1
2808,2235,26,3,419,8,2,2415,1,1,503,7,5,1
9528,2235,37,3,419,8,2,2418,1,1,503,7,5,1
3442,2235,30,3,457,6,2,2415,0,1,448,5,5,1
10979,2234,14,3,477,0,2,2414,1,1,564,0,5,1
3440,2233,16,3,281,11,2,2413,1,1,335,10,5,1
2170,2232,16,3,197,8,2,2412,1,1,232,7,5,1
2909,2231,41,3,197,8,2,2411,1,1,233,7,5,1
10256,2230,16,3,465,15,2,2410,1,1,494,14,5,1
9823,2230,51,3,197,8,2,2410,0,1,81,2,5,1
5810,2229,27,3,148,18,2,2409,1,1,272,9,5,1
6246,2229,17,3,394,0,2,2409,1,1,200,0,5,0
2838,2228,49,1,141,7,1,2408,1,1,162,6,2,2
8410,2228,36,1,141,7,1,2408,1,1,307,6,11,2
10716,2228,44,1,141,7,1,2408,1,1,162,6,2,2
10654,2227,26,3,22,13,2,2407,1,1,52,12,5,1
10313,2226,23,1,47,11,2,2406,1,1,36,10,5,2
1761,2225,21,3,197,8,2,2405,1,1,114,7,5,1
1615,2224,19,3,8,9,2,2404,1,1,8,8,5,1
5432,2223,18,3,493,8,2,2403,1,1,578,7,5,1
7894,2222,30,3,223,8,2,2400,1,1,328,7,5,1
9655,2222,28,3,223,8,2,2400,1,1,259,7,5,1
9802,2222,17,3,223,8,2,2401,1,1,259,7,5,1
3286,2221,46,3,91,11,2,2400,1,1,98,10,5,1
1249,2221,19,3,376,15,2,2399,1,1,454,14,5,1
8546,2221,16,3,182,0,2,2399,1,1,212,0,5,1
6840,2221,32,3,281,11,2,2399,1,1,246,12,5,1
430,2220,40,2,49,7,1,2398,1,1,202,5,5,1
6442,2219,19,3,477,0,2,2397,1,1,564,0,5,1
5459,2219,25,3,176,6,2,2397,0,1,202,5,5,1
3382,2219,44,3,182,0,2,2397,0,1,212,0,5,1
6876,2219,16,3,197,8,2,2398,1,1,232,7,5,1
3713,2218,19,3,197,8,2,2402,0,1,170,7,5,1
1829,2218,24,3,198,8,2,2396,1,1,233,7,5,1
8556,2217,28,3,396,7,1,2395,1,1,233,7,5,1
2612,2216,35,1,396,7,1,2395,1,1,186,6,5,2
2998,2216,27,1,396,7,1,2394,1,1,476,6,5,2
10279,2216,27,1,396,7,1,2394,1,1,476,6,5,2
5275,2215,24,3,11,8,2,2393,1,1,233,7,5,1
9627,2215,28,3,11,8,2,2393,1,1,357,17,5,1
9168,2215,34,3,11,8,2,2393,1,1,233,7,5,1
1950,2214,28,3,176,6,2,2392,1,1,202,5,5,1
10627,2213,24,3,197,8,2,2391,1,1,232,7,5,1
9581,2213,16,3,197,8,2,2391,1,1,233,7,5,1
8266,2213,30,3,292,0,2,2391,1,1,470,5,5,0
2956,2212,26,3,108,7,1,2390,1,1,503,7,5,1
2408,2212,29,1,108,7,1,2390,1,1,116,6,5,2
10499,2212,36,1,108,7,1,2390,1,1,116,6,5,2
604,2211,20,3,320,19,2,2389,1,1,384,19,5,1
8021,2211,16,3,281,11,2,2389,1,1,335,10,5,1
77,2210,22,3,307,2,2,2387,1,1,561,14,5,1
5037,2209,18,3,307,2,2,2386,1,1,18,2,5,1
10525,2209,15,3,35,19,2,2386,1,1,15,19,5,1
833,2208,18,3,73,0,2,2385,1,1,544,5,5,1
1597,2208,23,3,114,11,2,2388,1,1,122,10,5,1
9686,2208,18,3,198,8,2,2385,1,1,233,7,5,1
325,2208,22,3,198,8,2,2385,1,1,233,7,5,1
7375,2207,13,3,477,0,2,2384,1,1,564,0,5,1
8296,2206,19,3,434,15,2,2383,1,1,244,14,5,1
6643,2205,16,3,493,8,2,2382,1,1,578,7,5,1
2336,2204,21,3,281,11,2,2381,1,1,335,10,5,1
1373,2204,26,3,281,11,2,2381,1,1,335,10,5,1
7329,2204,21,3,281,11,2,2381,1,1,335,10,5,1
